classe_real,predicao
2.0,0.000110666435
0.0,0.9949732
1.0,1.3557722e-05
3.0,0.00050772465
2.0,0.13477017
3.0,0.0032742966
0.0,0.99740523
2.0,7.588179e-07
2.0,0.00015730805
3.0,0.02799413
2.0,0.0006116647
3.0,0.022168806
0.0,0.99918514
0.0,0.99462056
2.0,0.03250178
2.0,0.00018211616
3.0,0.16871253
3.0,0.04665759
3.0,0.036558453
2.0,0.022369739
2.0,0.00013432252
3.0,0.0014683944
0.0,0.99530303
3.0,0.011151062
3.0,0.0008135319
2.0,2.9761033e-05
2.0,0.00015242619
3.0,0.0015528509
2.0,0.0039145537
2.0,3.707924e-05
3.0,0.03875261
3.0,0.13943179
3.0,0.005196718
0.0,0.9961926
0.0,0.99421114
3.0,0.018486995
0.0,0.9396427
3.0,0.008720212
3.0,0.0032280688
3.0,0.0069148634
0.0,0.98684365
2.0,3.5525687e-07
3.0,0.0066497223
1.0,0.058565535
3.0,0.030828897
0.0,0.09105068
3.0,0.032238603
0.0,0.99634737
2.0,1.2274316e-05
2.0,2.0374568e-05
3.0,0.14057681
3.0,0.0059246644
2.0,5.564541e-10
0.0,0.9917182
2.0,0.0010224532
2.0,3.1189535e-07
3.0,0.0049232976
0.0,0.9775702
0.0,0.9900355
3.0,0.03198559
3.0,0.0021572055
2.0,4.725015e-06
3.0,0.003935099
3.0,0.032348163
3.0,0.0018348168
2.0,1.0930378e-06
3.0,0.012248634
0.0,0.84149516
3.0,0.023151765
2.0,3.919547e-06
0.0,0.96027046
2.0,1.551219e-05
2.0,0.050617862
0.0,0.9945485
0.0,0.90909225
3.0,0.0052596065
0.0,0.9628347
0.0,0.99576426
0.0,0.9600894
0.0,0.0051450334
0.0,0.922821
3.0,0.00087328936
3.0,0.00011899937
3.0,0.001404426
0.0,0.96879345
2.0,0.0012812346
0.0,0.3471657
2.0,1.3968721e-05
2.0,7.985378e-05
2.0,0.00011525946
0.0,0.8116599
2.0,4.9931455e-06
2.0,2.3356875e-05
0.0,0.8847001
3.0,0.0012713332
1.0,0.96281385
0.0,0.99874157
1.0,0.0003840784
2.0,0.00023718088
0.0,0.99498945
0.0,0.9696093
3.0,0.0015378885
2.0,0.00019353362
2.0,0.0020269698
3.0,0.0015625252
2.0,0.0001075139
0.0,0.8823099
3.0,0.016641706
2.0,3.135672e-05
3.0,0.014632127
2.0,0.00022369537
0.0,0.4517627
3.0,0.0007706874
2.0,0.020911029
2.0,7.727724e-06
0.0,0.979455
0.0,0.9979096
3.0,0.0022638296
2.0,0.00013340906
2.0,4.792336e-05
2.0,0.013789598
2.0,0.00027551947
1.0,0.019683234
2.0,0.031609785
0.0,0.9930086
3.0,0.0011483657
0.0,0.90955406
3.0,0.00041481626
1.0,0.0043076044
3.0,0.042823255
3.0,0.005934799
2.0,0.003909947
2.0,0.103040315
2.0,0.00012291307
3.0,0.0009120567
0.0,0.9723715
0.0,0.9971841
2.0,4.5824367e-05
0.0,0.9940263
3.0,0.021207599
0.0,0.9217429
0.0,0.99644023
0.0,0.9972867
1.0,0.040878046
2.0,4.7082203e-06
3.0,0.0018193413
3.0,0.00037943988
0.0,0.90330106
1.0,0.012117887
2.0,0.00071193685
3.0,0.014659145
2.0,2.3939368e-05
2.0,6.0205844e-07
3.0,0.03644835
2.0,1.4145055e-05
2.0,0.000104764615
3.0,0.0008961753
3.0,0.0013215395
0.0,0.99551046
2.0,0.001237484
3.0,0.0010905392
2.0,9.620607e-05
0.0,0.9962212
2.0,1.9785579e-05
2.0,0.00017733885
2.0,0.0007174015
3.0,0.00087819574
3.0,0.049378194
2.0,2.8205095e-06
0.0,0.53580177
3.0,0.009623265
0.0,0.86644316
0.0,0.80739355
3.0,0.041593768
0.0,0.9971565
3.0,0.040303737
0.0,0.997246
0.0,0.9928832
3.0,0.00045082314
2.0,0.07103866
2.0,0.0013198084
2.0,2.2851164e-05
0.0,0.0724319
3.0,0.01694739
3.0,0.00053197297
2.0,3.3006032e-05
2.0,0.00012161775
3.0,0.004271046
0.0,0.06256501
2.0,9.5044834e-07
0.0,0.99028134
2.0,0.010708153
0.0,0.9751604
0.0,0.82663405
2.0,1.3224859e-06
2.0,0.0138306385
3.0,9.8400946e-05
0.0,0.9871317
0.0,0.9666008
2.0,0.0018067678
1.0,0.060232252
0.0,0.99673873
3.0,0.0081683
3.0,0.0010493308
2.0,2.970569e-05
0.0,0.8016618
0.0,0.95971864
0.0,0.99285066
3.0,0.0075280834
0.0,0.9237269
2.0,5.0359386e-06
3.0,0.0003239015
3.0,0.0058634593
3.0,0.00032693413
1.0,0.48574916
0.0,0.99744886
2.0,0.00043380822
2.0,3.3139938e-06
3.0,0.12328012
0.0,0.75048494
2.0,7.006355e-05
2.0,9.97125e-07
2.0,0.0019025253
2.0,6.5986687e-06
3.0,0.0015558809
0.0,0.967278
2.0,0.006544487
0.0,0.6467638
2.0,2.0138345e-06
3.0,0.00086656865
0.0,0.70078355
2.0,4.3749696e-05
3.0,0.0029642205
0.0,0.9479032
2.0,1.5740418e-06
2.0,5.0625504e-06
2.0,0.00040774437
0.0,0.9942074
3.0,0.012117979
2.0,3.4066618e-06
2.0,0.0038021859
0.0,0.99529076
3.0,0.0015904729
3.0,0.1283123
3.0,0.032400545
2.0,1.938871e-05
0.0,0.97158515
3.0,0.00063747197
1.0,0.41921777
0.0,0.9028821
3.0,0.00067733205
2.0,6.618067e-06
0.0,0.75142187
1.0,0.15597251
0.0,0.9982857
0.0,0.69017607
2.0,0.0037706723
0.0,0.9774876
2.0,0.85640484
2.0,2.0028774e-05
0.0,0.9580198
0.0,0.06819905
1.0,0.0018620512
3.0,0.030384293
0.0,0.8167473
3.0,0.0171533
2.0,4.3107673e-07
3.0,0.0330581
3.0,0.39566222
3.0,0.004168279
3.0,0.012998285
0.0,0.92770547
2.0,9.27807e-06
2.0,1.31995e-05
3.0,1.5178376e-05
0.0,0.9964264
3.0,0.011012426
2.0,7.507002e-05
0.0,0.9914932
2.0,4.5636977e-08
2.0,0.0041015544
3.0,0.019634377
0.0,0.9893072
1.0,0.026140489
3.0,0.0005058359
0.0,0.9819595
0.0,0.98908186
2.0,6.969179e-07
3.0,0.0027706998
0.0,0.9960977
3.0,0.006220013
2.0,0.00019448131
0.0,0.99495983
0.0,0.99332654
0.0,0.9756383
2.0,4.2142216e-05
3.0,0.032717478
3.0,0.0038545844
0.0,0.9461822
3.0,0.002244067
2.0,0.00050252373
2.0,4.301644e-05
3.0,0.44146717
2.0,0.00012938648
3.0,0.013307702
3.0,0.015478488
2.0,9.417807e-06
3.0,0.1160097
0.0,0.99820447
0.0,0.91796094
3.0,0.0013390158
3.0,0.007855141
2.0,2.758407e-06
2.0,2.0604632e-06
2.0,8.9496615e-07
3.0,0.0047390554
0.0,0.73630524
3.0,0.0031493362
2.0,2.5395546e-05
0.0,0.9890854
2.0,2.1752527e-07
0.0,0.90048087
0.0,0.9919166
2.0,2.4534546e-07
2.0,0.0065961382
0.0,0.98807263
2.0,2.6249013e-06
2.0,0.08153746
3.0,0.00020477419
0.0,0.96465766
2.0,1.9577736e-05
3.0,0.118233114
0.0,0.9550178
3.0,0.0019073279
1.0,0.090778
2.0,0.0069622723
2.0,9.653344e-07
3.0,0.00014223321
0.0,0.9852384
0.0,0.9367192
0.0,0.9751144
1.0,0.013866119
2.0,1.1345721e-05
0.0,0.98785794
3.0,0.02238657
3.0,0.00052701094
2.0,0.4477872
3.0,0.0015338586
0.0,0.5055918
2.0,0.00029387957
0.0,0.9629386
3.0,0.0053676977
3.0,0.08335411
1.0,0.0036988992
2.0,2.0037407e-06
0.0,0.9952201
3.0,0.02451001
3.0,0.0024796145
2.0,3.023822e-06
0.0,0.77569604
2.0,0.00012903869
3.0,0.0050702323
0.0,0.9984157
3.0,0.002588203
